"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","likesCount","location/lat","location/lng","name","neighborhood","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","url"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Gerardus Hadian Panamokta","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"8 years ago","2016-08-06T22:39:18.978Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURRMGNiVUFREAE","https://lh5.googleusercontent.com/p/AF1QipPxqWUqytjT66HGAd_2JQQDWQKM4jQ1jUDeFnAd=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipM2W11iyRVeOrV2Q2Ke1x2p5L3iV0c-qsnGKRaW=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipOibb0KpXB6UJs5RYMsUCAgVKEFBp99IgceVcKV=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipMoWG9B2OpC1qhyVdq5e4b0hQMRzp9Vy6BLxLAK=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipNoTWRDPKhEx4Vuezt6zU-HoeOY2tGUhlnqsArQ=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipMwP8mhivgD8BnsSENQCJRwYuSIc1R421DVy05l=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipPk_300l0xW4unazc-YvbJ6adN8zZXiyb2bcl3C=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURRMGNiVUFREAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDQ0cbUAQ%7CCgwIls6ZvQUQgLGs0gM%7C?hl=en","107144766014771833762","118","https://lh3.googleusercontent.com/a-/ALV-UjUB8ZDFR7jl-ItwxhDHeQ5bQNzwOS0i-WWZfQxtJ02RynFmttBh=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/107144766014771833762?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","This place known by the locals as the shrine for Muslims. They believe that Sunan Bonang was prayed on the top of the hill near the sea shore. Also, the tomb of Putri Campo is here.",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","false","0","-6.6598318","111.4681096","Sigit Guntarko","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"2 years ago","2022-01-30T14:09:50.191Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURtZ1ktTHZBRRAB","https://lh5.googleusercontent.com/p/AF1QipMLB-tPsSgd09nfJyY3UwWva3AFRpib9dYljkdy=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipOddo7Qk9vZAJwe-OfKaPnu20SU9zA1czjqvGW4=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipPDWoitskFxVFYRtb8g0xYd0oQsqronrmkbuDsZ=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipOkcQr19x8hbcfjRluHSJAGiz9Gr392jdAQFNZY=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipNyZP3JkzVQdbkpZNwJTGWcI4j8_Sk6OmPRyEu-=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipPvb63zCre1jvOahPXyJDeL6_lT8GUX26v-Qkfz=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipMReyM2ztR1OxlZc4n-tCCkmbPrWS_XS3xFSWtr=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipO-z6nwFug0Fc_9SsZ2hU1Ig9vL-jpjQKkMaL_6=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtZ1ktTHZBRRAB!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDmgY-LvAE%7CCgsIrrjajwYQiI6bWw%7C?hl=en","103106482072593299352","31","https://lh3.googleusercontent.com/a-/ALV-UjV1NwA3ZGAjmnH7Yt2UKvFJ2mWSqH4-HvCfVX4oRBkomE96d5Q=s120-c-rp-mo-br100","https://www.google.com/maps/contrib/103106482072593299352?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Wow.. Very high effort to go there,  hot wheather, and a lot of people visiting them",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","false","0","-6.6598318","111.4681096","Alim taufiq","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"4 months ago","2024-05-15T06:25:07.761Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNUM3VTdjRnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNUM3VTdjRnRRAB!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgICT3uSv4gE%7CCgwIw6qRsgYQoOeM6wI%7C?hl=en","101714439611138075255","4","https://lh3.googleusercontent.com/a/ACg8ocIgvG2Vcitk2U2W8YmlJ2WGaBRuE8weKIF7Jw8vACZlBX6L3Q=s120-c-rp-mo-br100","https://www.google.com/maps/contrib/101714439611138075255?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Here we learn to be people who are always close to God through something that people often come to",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Rio Rinaldo","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"7 years ago","2016-12-08T12:30:15.950Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURnekplS0tBEAE","https://lh5.googleusercontent.com/p/AF1QipNButjs42jCdL2q3PZv01P0WaJ0Pp0pIEHYPUaG=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnekplS0tBEAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDgzJeKKA%7CCgwI16SlwgUQgLP_xAM%7C?hl=en","100059010014192782115","818","https://lh3.googleusercontent.com/a-/ALV-UjX8hfLAJtgQm2MgiCX500aQi8VGgSlDkTGhTkPpv--CqKe1FvMO5Q=s120-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/100059010014192782115?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Several stones and one is said to be the used the boulder used by Sunan Bonang to pray. Groups of pilgrims take turn to get inside the small room where the stones are and they would pray and kneel down on the stone.",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Vanesa Nur Affiyeni","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"6 years ago","2018-09-16T13:23:34.491Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURnLUxxWUt3EAE","https://lh5.googleusercontent.com/p/AF1QipP-9Sx-jnD-OQbRZmIc9c0YwdtE81PI3kXMzPg=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURnLUxxWUt3EAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDg-LqYKw%7CCgwI1rL53AUQoObC6gE%7C?hl=en","107805669476283419824","19","https://lh3.googleusercontent.com/a-/ALV-UjUCq8wt2y51a3MkvvKqv4rF5u2HH_PvS5vNgXXxVR8xcL18DWY=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/107805669476283419824?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Must be visited in order to know the traces of history of islam in Indonesia",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Elan Najib","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"7 years ago","2017-08-03T21:43:04.307Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURBcTdhRkRnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBcTdhRkRnEAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDAq7aFDg%7CCgwI6LGOzAUQwOWxkgE%7C?hl=en","100097182984278858479","30","https://lh3.googleusercontent.com/a-/ALV-UjVbzGWGccm2lLgYSbZJSafvqQIypjyJV8l26eBwkyrQzo-BymA=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/100097182984278858479?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Good religious place, with many stairs will make your legs strong. The ocean view can be seen when you reached the top.",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Faza Pradana","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"7 years ago","2017-06-29T23:25:51.095Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURBcDh6WE9REAE","https://lh5.googleusercontent.com/p/AF1QipMRQCimwp6efQZeWVAE9Ap3Weqg0fCusYHFVPAm=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBcDh6WE9REAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDAp8zXOQ%7CCgsI_5jWygUQwKumLQ%7C?hl=en","105843827748737019075","25","https://lh3.googleusercontent.com/a-/ALV-UjUMdVu9zdfNw54Gm1fOpR93zbsxEbnGQhtTTXhD0sm2im3QQhmQ4A=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/105843827748737019075?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Amazing view of the seas from upstairs!",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","ahmad Rifa'i bungsu","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"5 years ago","2018-12-31T08:10:14.367Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURJNm9tSmN3EAE","https://lh5.googleusercontent.com/p/AF1QipNtWWUNEBuUf12X6_EusYm2SFYZpF-_bw1ETeb6=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJNm9tSmN3EAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDI6omJcw%7CCgwI5p2n4QUQ6J-BrwE%7C?hl=en","110849349410750747791","21","https://lh3.googleusercontent.com/a-/ALV-UjXFnGektCD5hzKhLLE58BM7q9JJsh32XRU6s3qGqHTkbvtwS5A=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/110849349410750747791?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Good",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","false","0","-6.6598318","111.4681096","Yuwan Nursiswadi","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"6 years ago","2018-03-16T22:15:17.265Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNRM1phQ0tnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRM1phQ0tnEAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgICQ3ZaCKg%7CCgsI9YOx1QUQwKiufg%7C?hl=en","116513586916450263938","2","https://lh3.googleusercontent.com/a-/ALV-UjXcC3qNjwyKulEhUySryTj_TRDofdr5QPT3i4UPDv8-hPYggawj=s120-c-rp-mo-br100","https://www.google.com/maps/contrib/116513586916450263938?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Very good for spiritual vacancy",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
"8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun, Kebun, Bonang, Kec. Lasem, Kabupaten Rembang, Jawa Tengah 59271, Indonesia","Tourist attraction",,,"Tourist attraction","2075240757550921822","Rembang Regency","ID","0x2e7721dbedec6be1:0x1cccbc79513c385e","https://lh5.googleusercontent.com/p/AF1QipPpCMLTtXMmzT11FVgqY3_-8jVOmrRLvV92U7bk=w408-h306-k-no","false","true","0","-6.6598318","111.4681096","Denny Kustiawan","Kebun, Bonang, Lasem","false","ChIJ4Wvs7dshdy4RXjg8UXm8zBw","59271",,"3 years ago","2021-03-10T06:23:41.183Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUR5b2YzUElBEAE","https://lh5.googleusercontent.com/p/AF1QipMuLHsXIEDP5WW0TJMDmLN33sUdEb8k7uCTYm8F=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5b2YzUElBEAE!2m1!1s0x0:0x1cccbc79513c385e!3m1!1s2@1:CIHM0ogKEICAgIDyof3PIA%7CCgsI7cuhggYQsMTWVw%7C?hl=en","104223500713491386296","12","https://lh3.googleusercontent.com/a-/ALV-UjXOR_f2oPVgVeNJ8cwByVf9_Ou-8MZ7RuqrshocnDh-le7QVyGj=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/104223500713491386296?hl=en","1495","Direct Detail URL: https://www.google.com/maps/place/Pasujudan+Sunan+Bonang/@-6.659282,111.4666297,17.76z/data=!4m14!1m5!3m4!2zNsKwMzknMzQuOSJTIDExMcKwMjgnMDUuMCJF!8m2!3d-6.6596933!4d111.468056!3m7!1s0x2e7721dbedec6be1:0x1cccbc79513c385e!8m2!3d-6.6598318!4d111.4681096!9m1!1b1!16s%2Fg%2F122vl3pn?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","8FR9+369 Ex.Kadipaten, Bumi Jl. Binangun","false","Like",,"Pasujudan Sunan Bonang, Makam Putri Champa","4.6","https://www.google.com/maps/search/?api=1&query=Pasujudan%20Sunan%20Bonang%2C%20Makam%20Putri%20Champa&query_place_id=ChIJ4Wvs7dshdy4RXjg8UXm8zBw"
