"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","likesCount","location/lat","location/lng","name","neighborhood","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","url"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","1","-7.528603","110.3510661","ikhsan arrahman","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"2 years ago","2022-03-06T04:19:24.167Z",,,,"No","Weekday","No wait","ChdDSUhNMG9nS0VJQ0FnSUNXMDYtVTZ3RRAB","https://lh5.googleusercontent.com/p/AF1QipOmtibs_kRThu7GTk7wp0DjOrSkk-b9eqvL4qaJ=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipOg_GBOpUrasxdQ906GdTIKAatngwIVz840l7T2=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXMDYtVTZ3RRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgICW06-U6wE%7CCgsIzOyQkQYQiLTcTw%7C?hl=en","108505001467463947665","321","https://lh3.googleusercontent.com/a-/ALV-UjUbUd9yTQn3Q_b6alxb6_Iv4Io_FSIs9Qv0qikb2Q8skwRXVyb6=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/108505001467463947665?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","Jl. Blabak - Boyolali Tlatar","false","Ancient Hindu temple builds in the 8th century. The temple is relocated from original site to be able to maintain by government",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Case Mul","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"4 years ago","2020-09-14T03:22:27.012Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNDNWM2cDBnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNDNWM2cDBnRRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgICC5c6p0gE%7CCgsI88P7-gUQyOjtBQ%7C?hl=en","115847207801732413228","688","https://lh3.googleusercontent.com/a-/ALV-UjUECPdnz79OsgiG2foXedsG4f-CSEaCHXDPu5-soT_QXpiUTrjcjw=s120-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/115847207801732413228?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","Jl. Blabak - Boyolali Tlatar","false","This temple has been relocated from a river side due to lava flood from Mt.Merapi threatened.",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","1","-7.528603","110.3510661","Vincentius Prasetyo (N'centZ)","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"5 years ago","2019-10-06T10:10:53.612Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUMwemE3ZWJBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMwemE3ZWJBEAE!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgIC0za7ebA%7CCgwIrfvm7AUQ6JijpAI%7C?hl=en","100126453481557930074","20","https://lh3.googleusercontent.com/a-/ALV-UjXApwgIgcUjgLiOYxGBM8KjnNMmtGwGPsrNiPFY1jcM16boq9CT=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/100126453481557930074?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","Nice place and warm people around temple.. live it..",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Ikhsan Rosyid","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"3 years ago","2021-04-10T13:04:17.442Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNLcWRPbjRnRRAB","https://lh5.googleusercontent.com/p/AF1QipOaLiFtv7A1NRytsriZvW5NHUReHIe6PYDJoo9o=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipMji-RLXrwVbtAmtw1fCQQcZzg7HIs09ue5d3m6=w1920-h1080-k-no-p","https://lh5.googleusercontent.com/p/AF1QipNUE3eAHwjslFKIuWP5ZEq-HijyIJMZkLjSSUDX=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLcWRPbjRnRRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgICKqdOn4gE%7CCgwI0cTGgwYQ4KeK0wE%7C?hl=en","103186098958443482169","47","https://lh3.googleusercontent.com/a-/ALV-UjXeeJF8UM728cQTD1QHyvdSgPsMgeOWuSBk6tJZ3fWNXPU2NAk=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/103186098958443482169?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","historic place",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Andri Pratiwi","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"2 years ago","2022-06-16T07:21:47.362Z",,,,"No","Weekday","No wait","ChdDSUhNMG9nS0VJQ0FnSUNPOVoyamd3RRAB","https://lh5.googleusercontent.com/p/AF1QipNjHpp2zmQaDgo5MResEBMLjWaPPn36-ldq_d7w=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPOVoyamd3RRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgICO9Z2jgwE%7CCgwIi7SrlQYQkL_yrAE%7C?hl=en","112199338079308568168","117","https://lh3.googleusercontent.com/a-/ALV-UjUm4lo8dCXkhHL3KBdhBNvNAZQZCbDEjvHPu6tGuIT6k7fbA7-c=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/112199338079308568168?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","New location",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Ando Dodo","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"a year ago","2023-04-15T14:06:53.054Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURSa01EZFhnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSa01EZFhnEAE!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgIDRkMDdXg%7CCgsI_d7qoQYQsNfjGQ%7C?hl=en","109820455377317381463","15","https://lh3.googleusercontent.com/a-/ALV-UjU4_hmUFy2OVFJiMVRWhAAJJRFiYM-48wSVExyEkpk6LrgTVtVN=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/109820455377317381463?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","Ok",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Lilik Sulistyo","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"5 years ago","2018-12-30T07:13:48.517Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURJaXE3bDNBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURJaXE3bDNBRRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgIDIiq7l3AE%7CCgwIrOCh4QUQ-pX19gE%7C?hl=en","104618597350868651971","158","https://lh3.googleusercontent.com/a-/ALV-UjWdD4CoSvBz4sXIxRDsY8tZSABbYc3lHCqv-Xz4kidK0-g5LZLM=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/104618597350868651971?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","Jl. Blabak - Boyolali Tlatar","false","Lumbung temple is ancient product",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Michal Vesely","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"8 years ago","2016-06-17T11:05:42.715Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURnbi1DS2hnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnbi1DS2hnRRAB!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgIDgn-CKhgE%7CCgwIhrOPuwUQwJH41AI%7C?hl=en","110132118533220964875","142","https://lh3.googleusercontent.com/a/ACg8ocI1-jMTuH2p8s-2ydrtkoA-IJfD98zDO5eNUnQ8wpxG9S76=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/110132118533220964875?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","2","Central Java","Jl. Blabak - Boyolali Tlatar","false","Not worth stopping really.",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Avim Firman","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"5 years ago","2018-12-06T10:14:17.379Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNJczluLUl3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNJczluLUl3EAE!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgICIs9n-Iw%7CCgwI-eyj4AUQldnntAE%7C?hl=en","104489569006951528706","32","https://lh3.googleusercontent.com/a-/ALV-UjXxgNoQf-rCxq06Gw4lJzYuviBGkc0c4K6nfMsmvH7rRM4nWBWI=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/104489569006951528706?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","Ok",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
"Jl. Blabak - Boyolali Tlatar, Krogowanan, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah 56481, Indonesia","Hindu temple","Tourist attraction",,"Hindu temple","907800539475609911","Magelang Regency","ID","0x2e7a626c1e5f90f3:0xc9927c7ea5a0937","https://lh5.googleusercontent.com/p/AF1QipPrJQi7eVoHhugshFJXdHE0WxcH_6Ywr7Xomk01=w408-h306-k-no","false","true","0","-7.528603","110.3510661","Johannes W. Moko","Tlatar, Krogowanan, Sawangan","false","ChIJ85BfHmxiei4RNwla6scnmQw","56481",,"3 years ago","2021-02-26T05:52:02.162Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUR5OVBiVmZ3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5OVBiVmZ3EAE!2m1!1s0x0:0xc9927c7ea5a0937!3m1!1s2@1:CIHM0ogKEICAgIDy9PbVfw%7CCgsIgpnigQYQgPPATQ%7C?hl=en","115439748058230408923","67","https://lh3.googleusercontent.com/a/ACg8ocKl3MqUdkKVjpt0QWhue1rKtL-6PoWACKErqehMtbs-6sWU2Q=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/115439748058230408923?hl=en","229","Direct Detail URL: https://www.google.com/maps/place/Candi+Lumbung/@-7.5271551,110.3502187,18z/data=!4m12!1m2!2m1!1scandi+lumbung+sengi!3m8!1s0x2e7a626c1e5f90f3:0xc9927c7ea5a0937!8m2!3d-7.528603!4d110.3510661!9m1!1b1!15sChNjYW5kaSBsdW1idW5nIHNlbmdpkgEMaGluZHVfdGVtcGxl4AEA!16s%2Fg%2F11r_pr92k?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","Jl. Blabak - Boyolali Tlatar","false","Amazing",,"Lumbung Temple","4.5","https://www.google.com/maps/search/?api=1&query=Lumbung%20Temple&query_place_id=ChIJ85BfHmxiei4RNwla6scnmQw"
