"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","likesCount","location/lat","location/lng","name","neighborhood","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","url"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","Gijs van Seggelen","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"2 years ago","2022-09-01T00:39:25.813Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUR1dF9ISkJnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1dF9ISkJnEAE!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIDut_HJBg%7CCgwIvf6_mAYQuPWNhAM%7C?hl=en","115096189213265221456","428","https://lh3.googleusercontent.com/a-/ALV-UjWu8g-0mzZGeqFVvV-wFK9m9L3HZzMg0UeQuvGbZgGoQT92wgqbow=s120-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/115096189213265221456?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Nice hike, well maintained garden and ancient temple ruins bring a good experience. My advice is to go in the early morning.",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","Kedu Mtl","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"3 years ago","2021-09-14T13:59:29.625Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUM2eC15SkJ3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2eC15SkJ3EAE!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIC6x-yJBw%7CCgwIwdWCigYQ2OWHqgI%7C?hl=en","108777818359322227134","47","https://lh3.googleusercontent.com/a-/ALV-UjWl6s_7f4kKGcpjEXpYdKSGwvF3b34rS2Shjf6qMsbt-Jmkice9=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/108777818359322227134?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Track to uphill is not easy. The temple is merely a ruin. The garden is quite well trimmed.",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","dian wulandari","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"7 years ago","2017-05-20T05:29:15.827Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNnbk9tbF93RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNnbk9tbF93RRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgICgnOml_wE%7CCgwIq6j_yAUQwImsigM%7C?hl=en","113810941572683756867","7","https://lh3.googleusercontent.com/a-/ALV-UjVoWYE2Kc182Q7D6B1EY8DBjWpz8xXLLSRLM8mUHpwkpBcHfFe1=s120-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113810941572683756867?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","4","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Well, beside going to the Temple (Candi) and learn about the historical landmark, you could also visit the local home industry, they make a delicious soursoup paste (jenang sirsak), and many more snacks!",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","Claire Farley","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"5 years ago","2019-02-15T10:55:47.360Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNvanREXzR3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNvanREXzR3RRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgICojtD_4wE%7CCgwIs7Wa4wUQyOvuqwE%7C?hl=en","105199925123462999345","25","https://lh3.googleusercontent.com/a-/ALV-UjX4drtNZyun3cV_kGhrqGLmgr4HMGET3lDh09aRnIXOLW8ySqUKHw=s120-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/105199925123462999345?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Pretty cool hill but the path to the temple is not open",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","zulfian amrullah","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"7 years ago","2017-02-21T13:27:11.278Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURBMHRYaS1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBMHRYaS1RRRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIDA0tXi-QE%7CCgwIr4CxxQUQgOPHhAE%7C?hl=en","108256612446519792633","80","https://lh3.googleusercontent.com/a-/ALV-UjVZdbVBl0aSrAFBvGqsho49lC7bFlq0b8iAlPruT6EkQgo0oTY=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/108256612446519792633?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","very hot, but great experience climbed up the hill",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","aK3ru","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"9 months ago","2023-12-29T04:06:30.756Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUMxNXZPTnNRRRAB","https://lh5.googleusercontent.com/p/AF1QipNxjpwIyBbVvu2Ngo9CXGxmabwB20trLr8ntgRq=w1920-h1080-k-no-p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxNXZPTnNRRRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIC15vONsQE%7CCgwIxou5rAYQ6LLy6AI%7C?hl=en","117757556138317934765","31","https://lh3.googleusercontent.com/a-/ALV-UjVk41CtfPBiD8Oo7aYfk9J4-Ixa_cggrh7TbwkbE1C-49gYZ-M=s120-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/117757556138317934765?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Hidden Temple",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","Alex Catherine","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"3 years ago","2021-01-07T16:03:57.489Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURTNDlQZ0VBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTNDlQZ0VBEAE!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIDS49PgEA%7CCgwI7eHc_wUQ4N2z6QE%7C?hl=en","110786082840308664851","334","https://lh3.googleusercontent.com/a-/ALV-UjWCi3vC0J06SkwqcGLfszbO4OIt6d4Vb7gEosIR3L-yoe3yXUzv=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/110786082840308664851?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","1","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","serem not recommended to make a visit",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","fadkus s","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"2 years ago","2021-12-11T19:27:00.604Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURHNTREeW13RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHNTREeW13RRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgIDG54DymwE%7CCgwIhPfTjQYQsPyGoAI%7C?hl=en","109018619681207458169","377","https://lh3.googleusercontent.com/a-/ALV-UjWVnI9r4qzg6R5hvBxQv9I8BpJsnoR02mNQpnJoXlxZIujGzbo=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/109018619681207458169?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Exptic",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","true","0","-7.602179","110.2832394","subkhi kuncorojati","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"7 years ago","2017-08-07T06:44:27.731Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNncUtQdHNRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNncUtQdHNRRRAB!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgICgqKPtsQE%7CCgwIy5igzAUQwNnI3AI%7C?hl=en","117102738456125080120","133","https://lh3.googleusercontent.com/a-/ALV-UjX7MDdq5W00dt0ZZl3qPW60WzvWxLEOuGLM75FWQJ-pBy6cCNl0mw=s120-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/117102738456125080120?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","3","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","still very nature",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
"97XM+47H, Gunungsari, Gulon, Salam, Kuncen, Seloboro, Kec. Salam, Kabupaten Magelang, Jawa Tengah 56484, Indonesia","Historical landmark","Tourist attraction",,"Historical landmark","1974617728503546223","Magelang Regency","ID","0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f","https://lh5.googleusercontent.com/p/AF1QipP-Zyn6fCFdpNLnncNrCW-15fRzKNGWjOt2PGu8=w408-h306-k-no","false","false","0","-7.602179","110.2832394","sigit triyanto","Kuncen, Seloboro, Salam","false","ChIJq6qqquGKei4Rb4GkslxAZxs","56484",,"6 years ago","2018-08-12T07:55:18.347Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNnaUtpNkFnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnaUtpNkFnEAE!2m1!1s0x0:0x1b67405cb2a4816f!3m1!1s2@1:CIHM0ogKEICAgICgiKi6Ag%7CCgwI5s-_2wUQwJm7pQE%7C?hl=en","107235191834449475659","17","https://lh3.googleusercontent.com/a-/ALV-UjVbiyCWtAxzvNN0MZRF-DkdnSaul2TKm0wiYgGMqjszqrs6KquJ=s120-c-rp-mo-br100","https://www.google.com/maps/contrib/107235191834449475659?hl=en","266","Direct Detail URL: https://www.google.com/maps/place/Candi+Gunung+Sari/@-7.6021789,110.2729396,15z/data=!3m1!4b1!4m6!3m5!1s0x2e7a8ae1aaaaaaab:0x1b67405cb2a4816f!8m2!3d-7.602179!4d110.2832394!16s%2Fg%2F121rjxqk?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D","5","Central Java","97XM+47H, Gunungsari, Gulon, Salam","false","Amazing",,"Gunungsari Temple","4.3","https://www.google.com/maps/search/?api=1&query=Gunungsari%20Temple&query_place_id=ChIJq6qqquGKei4Rb4GkslxAZxs"
